,SKU,price,note,category,brand
0,600.000,600800,Set harga,Top Up Digital,GoPay Driver
2,700.000,700800,Set harga,Top Up Digital,GoPay Driver
4,800.000,800800,Set harga,Top Up Digital,GoPay Driver
6,900.000,900800,Set harga,Top Up Digital,GoPay Driver
8,1.000.000,1000800,Set harga,Top Up Digital,GoPay Driver
0,299.000,300700,Set harga,Top Up Digital,LinkAja
1,399.000,400800,Set harga,Top Up Digital,LinkAja
2,499.000,500900,Set harga,Top Up Digital,LinkAja
3,599.000,600900,Set harga,Top Up Digital,LinkAja
4,699.000,700900,Set harga,Top Up Digital,LinkAja
5,799.000,800900,Set harga,Top Up Digital,LinkAja
6,899.000,900900,Set harga,Top Up Digital,LinkAja
7,999.000,1000900,Set harga,Top Up Digital,LinkAja
8,999.000,1001000,Set harga,Top Up Digital,LinkAja
9,2.000.000,2001100,Set harga,Top Up Digital,LinkAja
10,3.000.000,3001100,Set harga,Top Up Digital,LinkAja
0,90.000,91000,Set harga,Top Up Digital,DANA
1,95.000,96000,Set harga,Top Up Digital,DANA
2,100.000,101000,Set harga,Top Up Digital,DANA
3,150.000,151000,Set harga,Top Up Digital,DANA
4,200.000,201000,Set harga,Top Up Digital,DANA
5,250.000,251000,Set harga,Top Up Digital,DANA
6,300.000,301000,Set harga,Top Up Digital,DANA
7,350.000,351000,Set harga,Top Up Digital,DANA
8,400.000,401000,Set harga,Top Up Digital,DANA
9,500.000,501000,Set harga,Top Up Digital,DANA
10,600.000,601000,Set harga,Top Up Digital,DANA
11,700.000,701000,Set harga,Top Up Digital,DANA
12,800.000,801000,Set harga,Top Up Digital,DANA
13,900.000,901000,Set harga,Top Up Digital,DANA
14,1.000.000,1001000,Set harga,Top Up Digital,DANA
1,90.000,91400,Set harga,Top Up Digital,Shopee Pay
2,95.000,96400,Set harga,Top Up Digital,Shopee Pay
3,100.000,101400,Set harga,Top Up Digital,Shopee Pay
4,105.000,106400,Set harga,Top Up Digital,Shopee Pay
5,110.000,111400,Set harga,Top Up Digital,Shopee Pay
6,115.000,116400,Set harga,Top Up Digital,Shopee Pay
7,120.000,121400,Set harga,Top Up Digital,Shopee Pay
8,125.000,126400,Set harga,Top Up Digital,Shopee Pay
9,130.000,131400,Set harga,Top Up Digital,Shopee Pay
10,135.000,136400,Set harga,Top Up Digital,Shopee Pay
11,140.000,141400,Set harga,Top Up Digital,Shopee Pay
12,145.000,146400,Set harga,Top Up Digital,Shopee Pay
13,150.000,151400,Set harga,Top Up Digital,Shopee Pay
14,155.000,156400,Set harga,Top Up Digital,Shopee Pay
15,160.000,161400,Set harga,Top Up Digital,Shopee Pay
7,170.000,171400,Set harga,Top Up Digital,Shopee Pay
8,175.000,176400,Set harga,Top Up Digital,Shopee Pay
9,180.000,181400,Set harga,Top Up Digital,Shopee Pay
10,185.000,186400,Set harga,Top Up Digital,Shopee Pay
11,190.000,191400,Set harga,Top Up Digital,Shopee Pay
12,195.000,196400,Set harga,Top Up Digital,Shopee Pay
13,200.000,201400,Set harga,Top Up Digital,Shopee Pay
14,225.000,226400,Set harga,Top Up Digital,Shopee Pay
15,250.000,251400,Set harga,Top Up Digital,Shopee Pay
7,275.000,276400,Set harga,Top Up Digital,Shopee Pay
8,300.000,301400,Set harga,Top Up Digital,Shopee Pay
9,325.000,326400,Set harga,Top Up Digital,Shopee Pay
10,350.000,351400,Set harga,Top Up Digital,Shopee Pay
11,375.000,376400,Set harga,Top Up Digital,Shopee Pay
12,400.000,401400,Set harga,Top Up Digital,Shopee Pay
13,425.000,426400,Set harga,Top Up Digital,Shopee Pay
14,450.000,451400,Set harga,Top Up Digital,Shopee Pay
15,475.000,476400,Set harga,Top Up Digital,Shopee Pay
9,500.000,501400,Set harga,Top Up Digital,Shopee Pay
10,550.000,551400,Set harga,Top Up Digital,Shopee Pay
11,600.000,601400,Set harga,Top Up Digital,Shopee Pay
12,650.000,651400,Set harga,Top Up Digital,Shopee Pay
13,700.000,701400,Set harga,Top Up Digital,Shopee Pay
14,750.000,751400,Set harga,Top Up Digital,Shopee Pay
15,800.000,801400,Set harga,Top Up Digital,Shopee Pay
9,850.000,851400,Set harga,Top Up Digital,Shopee Pay
10,900.000,901400,Set harga,Top Up Digital,Shopee Pay
11,950.000,951400,Set harga,Top Up Digital,Shopee Pay
12,1.000.000,1001400,Set harga,Top Up Digital,Shopee Pay
13,1.100.000,1101400,Set harga,Top Up Digital,Shopee Pay
14,1.200.000,1201400,Set harga,Top Up Digital,Shopee Pay
15,1.300.000,1301400,Set harga,Top Up Digital,Shopee Pay
8,1.400.000,1401400,Set harga,Top Up Digital,Shopee Pay
9,1.500.000,1501400,Set harga,Top Up Digital,Shopee Pay
10,1.600.000,1601400,Set harga,Top Up Digital,Shopee Pay
11,1.700.000,1701400,Set harga,Top Up Digital,Shopee Pay
12,1.800.000,1801400,Set harga,Top Up Digital,Shopee Pay
13,1.900.000,1901400,Set harga,Top Up Digital,Shopee Pay
14,2.000.000,2001400,Set harga,Top Up Digital,Shopee Pay
0,50.000,51000,Set harga,Top Up Digital,Grab Driver
1,100.000,101500,Set harga,Top Up Digital,Grab Driver
2,150.000,151500,Set harga,Top Up Digital,Grab Driver
3,200.000,202000,Set harga,Top Up Digital,Grab Driver
4,250.000,252000,Set harga,Top Up Digital,Grab Driver
0,20.000,20090,Set harga,Token Listrik,PLN
1,50.000,50090,Set harga,Token Listrik,PLN
2,100.000,100090,Set harga,Token Listrik,PLN
3,200.000,200090,Set harga,Token Listrik,PLN
4,500.000,500090,Set harga,Token Listrik,PLN
5,1.000.000,1000090,Set harga,Token Listrik,PLN
